Country Name,Country Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999
"Korea, Rep.",KOR,65398646758,72933350954,78358866335,87760360941,97510235986,1.01E+11,1.17E+11,1.48E+11,2.00E+11,2.47E+11,2.83E+11,3.31E+11,3.56E+11,3.93E+11,4.64E+11,5.67E+11,6.10E+11,5.70E+11,3.83E+11,4.98E+11
Kuwait,KWT,28638550499,25056672166,21577977770,20869434305,21697297872,21442619681,17903681693,22365734482,20692472760,24312117767,18427777778,11008793176,19858555215,23941391391,24848483838,27191353887,31493319973,30355093966,25939960630,30123850197
Latin America & Caribbean (excluding high income),LAC,7.10E+11,8.19E+11,7.68E+11,6.77E+11,6.83E+11,7.06E+11,7.09E+11,7.45E+11,8.42E+11,9.20E+11,1.08E+12,1.34E+12,1.25E+12,1.45E+12,1.66E+12,1.76E+12,1.90E+12,2.09E+12,2.10E+12,1.88E+12
Lao PDR,LAO,,,,,1757142806,2366666616,1776842041,1087273104,598961269.3,714046821.1,865559856.2,1028087972,1127806945,1327748655,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642
Lebanon,LBN,,,,,,,,,3313540068,2717998688,2838485354,4690415093,5843579161,7941744492,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369
Liberia,LBR,,,,,,,,,,,,,,,,,,,,
Libya,LBY,,,,,,,,,,,28901836158,31995012469,33881392045,30657030223,28607921929,25544128199,27884615385,30698633109,27249786142,35976714101
St. Lucia,LCA,170370370.4,194444444.4,183333333.3,197037037,251481481.5,284444444.4,340000000,375555555.6,429629629.6,486666666.7,579629629.6,613703703.7,674074074.1,684814814.8,713703703.7,762962963,788888888.9,805925925.9,877407407.4,921851851.9
Latin America & Caribbean,LCN,7.81E+11,9.00E+11,8.40E+11,7.40E+11,7.47E+11,7.70E+11,7.76E+11,8.19E+11,9.23E+11,1.01E+12,1.18E+12,1.45E+12,1.37E+12,1.58E+12,1.80E+12,1.92E+12,2.08E+12,2.28E+12,2.30E+12,2.08E+12
Least developed countries: UN classification,LDC,1.16E+11,1.18E+11,1.17E+11,1.10E+11,1.10E+11,1.21E+11,1.32E+11,1.48E+11,1.53E+11,1.56E+11,1.64E+11,1.65E+11,1.50E+11,1.49E+11,1.38E+11,1.58E+11,1.74E+11,1.84E+11,1.88E+11,1.91E+11
Low income,LIC,88483800047,91279061284,94152288669,91278598683,88689503409,92872035445,99356839684,1.07E+11,1.05E+11,1.04E+11,1.09E+11,1.10E+11,96392040778,96685314333,83343858956,93893168062,99198793946,1.06E+11,1.07E+11,1.07E+11
Liechtenstein,LIE,534701915.6,511658690.6,522090331.5,524034109.9,502617355.4,529078995.6,779365167.6,1052843348,1161757671,1120000917,1421466240,1484152022,1631197909,1673104494,1948118228,2428461395,2504033252,2298410391,2479721341,2664026095
Sri Lanka,LKA,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091913884,15794972847,15656327860
Lower middle income,LMC,5.84E+11,7.21E+11,7.13E+11,6.77E+11,6.53E+11,6.93E+11,7.28E+11,7.96E+11,8.19E+11,8.10E+11,8.71E+11,8.06E+11,8.38E+11,8.12E+11,8.66E+11,9.62E+11,1.06E+12,1.11E+12,1.11E+12,1.17E+12
Low & middle income,LMY,2.37E+12,2.67E+12,2.64E+12,2.56E+12,2.59E+12,2.72E+12,2.82E+12,2.89E+12,3.10E+12,3.20E+12,3.65E+12,3.90E+12,3.86E+12,4.11E+12,4.44E+12,4.97E+12,5.43E+12,5.75E+12,5.58E+12,5.45E+12
Lesotho,LSO,431561376.5,434188034.2,348746822.6,386699308.9,333158476.2,268626912.5,318862888.4,402774852.7,470389179.7,495404888.1,596415104.5,704329192.8,831033941.1,835592802.3,878250450.6,1001889857,946123275.9,997996028.6,928458206,912771290.6
Late-demographic dividend,LTE,1.29E+12,1.37E+12,1.40E+12,1.29E+12,1.36E+12,1.46E+12,1.55E+12,1.63E+12,1.80E+12,1.91E+12,2.03E+12,2.24E+12,2.09E+12,2.17E+12,2.47E+12,3.02E+12,3.33E+12,3.48E+12,3.35E+12,3.10E+12
Lithuania,LTU,,,,,,,,,,,,,,,,7870782261,8385109020,10120274493,11240360898,10972878636
Luxembourg,LUX,6232005656,5231808670,4764549532,4683697830,4594891581,4738559685,6921264132,8614215559,9750161053,10391504709,13229247948,14321878795,16065740778,16486900187,18325791415,21588170498,21776609772,19731912494,20209122027,22235929043
Latvia,LVA,,,,,,,,,,,,,,,,5770516258,5952007402,6508472054,7145882283,7518044679
"Macao SAR, China",MAC,,,1130457130,1121486563,1292281654,1348827324,1517496131,1941246972,2269233639,2683254708,3220920085,3735117374,4879018602,5625533410,6265844252,6996034037,7122539667,7211264780,6742367273,6490571704
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,21728770055,17788171722,17692341358,16251460689,14824728528,14991283216,19462175322,21765261042,25705296184,26314220188,30180108562,32285388165,33711069431,31655473664,35604137423,39030285468,43161452678,39147844526,41806219379,41632027600
Monaco,MCO,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497539,2737067002,2574440023,2720297793,3130270895,3137848801,2840182221,2934578821,2906009308
Moldova,MDA,,,,,,,,,,,,,,,,1752979926,1695122174,1930081169,1698717505,1170782957
Madagascar,MDG,5201818349,4759333970,4784977349,4686457013,3905938481,3802557895,4347989799,3212900561,3189456961,3175638333,3931334871,3254713056,3714967007,4063298919,3522226903,3838101052,4931861239,4262965282,4401967499,4277903780
Maldives,MDV,42463576.16,44781456.95,47935843.79,57829787.23,109503546.1,127154929.6,141902097.9,141268980.5,168610478.4,189535398.2,215089005.2,244468292.7,284853358.6,322326642.3,355884383.1,398988955,450382328,508223602.4,540096397.6,589239753.6
Middle East & North Africa,MEA,4.01E+11,4.15E+11,4.16E+11,4.23E+11,4.29E+11,4.36E+11,4.47E+11,4.11E+11,4.08E+11,4.21E+11,5.51E+11,5.55E+11,6.04E+11,6.08E+11,6.34E+11,7.09E+11,8.03E+11,8.33E+11,8.10E+11,8.67E+11
Mexico,MEX,2.05E+11,2.64E+11,1.85E+11,1.56E+11,1.84E+11,1.95E+11,1.35E+11,1.48E+11,1.82E+11,2.21E+11,2.61E+11,3.13E+11,3.63E+11,5.01E+11,5.28E+11,3.60E+11,4.11E+11,5.00E+11,5.27E+11,6.00E+11
Marshall Islands,MHL,,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,110705600,112279400,114326300
Middle income,MIC,2.29E+12,2.59E+12,2.56E+12,2.47E+12,2.50E+12,2.64E+12,2.73E+12,2.79E+12,3.01E+12,3.11E+12,3.55E+12,3.80E+12,3.77E+12,4.01E+12,4.36E+12,4.88E+12,5.33E+12,5.64E+12,5.47E+12,5.34E+12
North Macedonia,MKD,,,,,,,,,,,4699646643,4938775510,2436849342,2682456897,3556581986,4680078740,4651453634,3928975904,3756208791,3863743409
Mali,MLI,1759690812,1538972158,1333754034,1297765449,1232932008,1392195933,1852163475,2090629723,2169040742,2181821902,2681912030,2724131545,2830673389,2818280876,2081846483,2706425298,2780422212,2697105694,2920358587,3439463140
Malta,MLT,1250242108,1243469361,1234518125,1165771369,1101828569,1117835286,1435079200,1751247763,2019474244,2118574772,2547163582,2750041434,3021910217,2709178327,2998570147,3439931907,3570271558,3705372039,3923637971,4127313818
Myanmar,MMR,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,,,,,,,,,,,,,,2.92E+11,2.99E+11,3.41E+11,3.95E+11,4.06E+11,4.12E+11,4.36E+11
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,,2310099100,2552401933,2725736633,2098734600,2186505475,2896178867,3020611600,3204461567,3576966800,2560785660,2379018326,1317611864,768401634.2,925817092.2,1452165005,1345719472,1180934203,1124440249,1057408589
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,,,,,,,,,,,,3704316975,2644983402,2738413379,2793020801,2900913488,4163397089,4976735802,5613212496,5888561099
Mauritania,MRT,1047924649,1105495368,1108776010,1165170626,1074373735,1009723326,1186628779,1344665271,1414951854,1450647019,1506914408,2133693478,2164292208,1847350612,1944876755,2091731421,2132081882,2072001067,2032345832,1985924387
Mauritius,MUS,1131788192,1142393555,1078408830,1090276947,1040557089,1076121094,1462900255,1880852914,2134517068,2181930255,2653480001,2856890681,3224267548,3263368410,3558137040,4040345933,4421943910,4187367602,4169664285,4343710333
Malawi,MWI,1237655461,1237685692,1180104216,1223186840,1208008985,1131347798,1183654828,1183094128,1379924257,1590215583,1880771556,2203545857,1799517082,2070636936,1181802596,1397457932,2281034131,2663234934,1750584265,1775921718
Malaysia,MYS,24488033442,25004557094,26804401816,30346788438,33943505718,31200161095,27734562640,32181695507,35271880250,38848567631,44024178343,49143148094,59167550163,66894837030,74478356958,88705342903,1.01E+11,1.00E+11,72167498981,79148421053
North America,NAC,3.13E+12,3.51E+12,3.66E+12,3.98E+12,4.39E+12,4.70E+12,4.96E+12,5.29E+12,5.75E+12,6.21E+12,6.56E+12,6.77E+12,7.11E+12,7.44E+12,7.87E+12,8.25E+12,8.70E+12,9.23E+12,9.70E+12,1.03E+13
Namibia,NAM,2422096075,2246757386,2116069374,2293990996,1947967886,1605911706,1806223061,2296378835,2491412336,2531519951,2785764518,2992650454,3424733520,3218475900,3636645995,3942478206,3945340776,4102648720,3826527631,3818954448
New Caledonia,NCL,1182457143,972563810.2,904619629.8,823832940.5,796018978.5,854823821.7,1201262518,1488113532,2072735787,2185072798,2529310104,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988
Niger,NER,2508524186,2170893039,2017611927,1803099732,1461243212,1440581534,1904097020,2233005823,2280356338,2179567108,3536335228,3309124416,3411197113,2225270608,1947256691,2313555921,2417146611,2297228092,2625049702,2520868603
Nigeria,NGA,64201788123,1.64E+11,1.43E+11,97094911791,73484359521,73745821156,54805852581,52676041931,49648470440,44003061108,54035795388,49118433048,47794925815,27752204320,33833042988,44062465800,51075815093,54457835193,54604050168,59372613486
Nicaragua,NIC,2189347368,2448290110,2465165180,2743341724,3105517091,2683816289,2885710609,3851213728,2630904262,1013184746,1009455484,1488804124,1792800000,1756454248,3863185119,4140470000,4308351903,4389965591,4635267225,4855717875
Netherlands,NLD,1.95E+11,1.64E+11,1.58E+11,1.53E+11,1.44E+11,1.44E+11,2.01E+11,2.45E+11,2.62E+11,2.58E+11,3.18E+11,3.28E+11,3.63E+11,3.54E+11,3.79E+11,4.52E+11,4.50E+11,4.17E+11,4.38E+11,4.47E+11
Norway,NOR,64439382896,63596654761,62647195538,61627240831,62057955033,65416879914,78693253276,94230055659,1.02E+11,1.03E+11,1.20E+11,1.22E+11,1.31E+11,1.21E+11,1.27E+11,1.52E+11,1.64E+11,1.61E+11,1.54E+11,1.62E+11
Nepal,NPL,1945916583,2275583317,2395429852,2447174803,2581207388,2619913956,2850784523,2957255380,3487009748,3525228153,3627562403,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384
Nauru,NRU,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,23244547385,24417617184,24164603059,24309279706,21665975319,24679795396,30604668357,40376354070,45176811594,43920222525,45495129385,42745329732,41649829860,46775620817,55314732279,63918703507,70140835299,66075143415,56227169851,58762260626
OECD members,OED,8.82E+12,8.99E+12,8.85E+12,9.15E+12,9.56E+12,1.01E+13,1.22E+13,1.41E+13,1.59E+13,1.67E+13,1.88E+13,1.99E+13,2.14E+13,2.17E+13,2.32E+13,2.55E+13,2.58E+13,2.54E+13,2.56E+13,2.69E+13
Oman,OMN,5981760278,7259120151,7554719456,7932541691,8821366532,10005500579,7323822251,7811183095,8386215865,9372171651,11685045514,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,14085373212,15710148244
Other small states,OSS,37613734528,37810527078,35763878063,33785572242,34029241950,32341543001,32751359905,38869819042,43670380808,45724084830,54720518732,56344266331,61461217092,58495845577,61119117360,69927412289,73711608597,76739500964,75152820198,80920940319
Pakistan,PAK,23654444444,28100606061,30725971564,28691889764,31151825467,31144920844,31899070056,33351529275,38472742808,40171018229,40010423970,45625234698,48884606848,51809949334,52293456906,60636022423,63320122807,62433300338,62191955814,62973855719
Panama,PAN,4614086400,5222421500,5769767900,5923755900,6183387100,6541517100,6797834200,6827665300,5902783400,5918469800,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200
Peru,PER,18134029180,21649137620,21793496819,17345624454,17599660054,16548827018,15244232958,20702298397,15439408447,22499559086,26410386669,34341465998,35966302303,34832077221,44882079767,53312793687,55252414130,58147522523,55501467877,50187324568
Philippines,PHL,32450541843,35646416953,37140163934,33212180658,31408492877,30734335449,29868339081,33195933430,37885440419,42575183906,44311593756,45417561302,52976344929,54368083953,64084460124,74119987245,82848140618,82344260571,72207028768,82995145793
Palau,PLW,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,2545983008,2498068351,2368584970,2562492525,2552526263,2423373088,2648033766,3143848331,3655979702,3546460177,3219730365,3787394958,4377980510,4974550286,5502786070,4636057476,5155311077,4936615299,3789443015,3477038204
Poland,POL,,,,,,,,,,,65977749037,85500935935,94337050693,96045645026,1.11E+11,1.42E+11,1.60E+11,1.59E+11,1.74E+11,1.70E+11
Pre-demographic dividend,PRE,1.19E+11,1.67E+11,1.56E+11,1.25E+11,1.14E+11,1.17E+11,1.13E+11,1.25E+11,1.28E+11,1.25E+11,1.98E+11,1.92E+11,1.79E+11,1.57E+11,1.48E+11,1.76E+11,1.94E+11,2.04E+11,2.10E+11,2.14E+11
Puerto Rico,PRI,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,22009300000,24025800000,26385800000,28161200000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000
"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,32896521426,31977275896,30527754541,27239650742,25217969597,27115807154,38745902024,48182925146,56347251114,60594092437,78713859795,89233599833,1.08E+11,95009751901,99688640942,1.18E+11,1.23E+11,1.17E+11,1.24E+11,1.27E+11
Paraguay,PRY,4448087302,5624515873,5419411765,5673248726,4502462807,3282449236,3723993943,3971044724,4255683528,4757732200,5812114523,6984367763,7157424031,7249533620,7870982005,9062131475,9788391781,9965225678,9260481572,8837070236
West Bank and Gaza,PSE,,,,,,,,,,,,,,,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000
Pacific island small states,PSS,1933249000,1993195245,1946960346,1864552491,2044131563,1935167472,2100858184,2063823086,2162279879,2257935732,2432150642,2584584886,2843713419,3009657013,3472621042,3745866488,4016458662,4011894124,3427599030,3751048385
Post-demographic dividend,PST,8.54E+12,8.64E+12,8.60E+12,8.92E+12,9.32E+12,9.82E+12,1.20E+13,1.39E+13,1.57E+13,1.64E+13,1.84E+13,1.94E+13,2.08E+13,2.09E+13,2.24E+13,2.49E+13,2.50E+13,2.45E+13,2.46E+13,2.59E+13
French Polynesia,PYF,1362151524,1279972866,1286462643,1335895286,1378991403,1507230779,2301514717,2543199148,2687472830,2636461517,3181206305,3267367610,3558215110,3694600400,3522272321,3982374846,3954696874,3567062512,3775160797,3797016069
Qatar,QAT,7829094613,8661263764,7596703214,6467582308,6704395824,6153296456,5053021951,5446428681,6038187033,6487912088,7360439423,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868
Romania,ROU,,,,,,,,38413636364,40809523810,42105263158,38995454545,28998684211,25121666667,26362894737,30074440483,37435317265,36937074278,35574916295,41694118973,35952781582
Russian Federation,RUS,,,,,,,,,5.55E+11,5.07E+11,5.17E+11,5.18E+11,4.60E+11,4.35E+11,3.95E+11,3.96E+11,3.92E+11,4.05E+11,2.71E+11,1.96E+11
Rwanda,RWA,1254765350,1407062608,1407242640,1479688126,1587412957,1715625839,1944711061,2157434025,2395493878,2405021933,2550185618,1911600970,2029026704,1971525999,753636370.5,1293535011,1382334879,1851558302,1989343495,1817654508
South Asia,SAS,2.36E+11,2.50E+11,2.59E+11,2.74E+11,2.73E+11,2.97E+11,3.14E+11,3.49E+11,3.75E+11,3.78E+11,4.07E+11,3.62E+11,3.85E+11,3.81E+11,4.32E+11,4.80E+11,5.25E+11,5.51E+11,5.58E+11,5.98E+11
Saudi Arabia,SAU,1.65E+11,1.84E+11,1.53E+11,1.29E+11,1.20E+11,1.04E+11,86961922765,85695861148,88256074766,95344459279,1.18E+11,1.32E+11,1.37E+11,1.33E+11,1.35E+11,1.43E+11,1.59E+11,1.66E+11,1.47E+11,1.62E+11
Sudan,SDN,7459833333,10016500000,9240000000,8230153846,9701357143,12403733333,15769062500,20155555556,15399166667,15291507937,12408647541,11379222222,7034219713,8881785938,12794192334,13829744879,9018243044,11681494637,11250327988,10682045258
Senegal,SEN,4435050397,4021697233,3936758682,3512053232,3425127373,3750056424,5304238013,6381385760,6311054901,6219793533,7237100724,7111252866,7602005274,7189226453,4908415369,6176312552,6413189839,5915250258,6368265194,6512207622
Singapore,SGP,11896256783,14175228844,16084252378,17784112150,19749361098,19156532746,18586746057,20919215578,25371462488,30465364739,36144336769,45466164978,52130263966,60603478153,73690847191,87810991957,96295886525,1.00E+11,85728310229,86284660767
Solomon Islands,SLB,168715353.1,187313261.3,188446092.1,180219397.5,252806783.4,232306861.2,210737869.7,238606299.6,310684273.7,332286760.9,302515026.9,320355090.6,378778047.2,410923236.2,464756638.5,519334096.7,565163750.6,567919502.8,471177008.1,482214092.3
Sierra Leone,SLE,1100685845,1114830472,1295361886,995104305.3,1087471862,856890498.6,490181456.6,701307602.3,1055083945,932974411.9,649644826.8,779981458.9,679997997.6,768812334.8,911915970.7,870758739.4,941742152.7,850218033.6,672375927.3,669384768.9
El Salvador,SLV,3573959900,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000
San Marino,SMR,,,,,,,,,,,,,,,,,,,,1109098658
Somalia,SOM,603592656.8,699112266.8,774419569.7,733901365.9,788307213.4,876404617.7,930318705.3,1009792724,1038291284,1092392963,917044228,,,,,,,,,
Serbia,SRB,,,,,,,,,,,,,,,,16832627119,21818026071,25676504913,19457979423,19388672126
Sub-Saharan Africa (excluding high income),SSA,2.72E+11,3.80E+11,3.49E+11,3.04E+11,2.66E+11,2.51E+11,2.57E+11,2.94E+11,3.02E+11,3.00E+11,3.37E+11,3.42E+11,3.37E+11,3.14E+11,3.08E+11,3.54E+11,3.65E+11,3.80E+11,3.66E+11,3.71E+11
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,2.73E+11,3.81E+11,3.51E+11,3.05E+11,2.67E+11,2.52E+11,2.59E+11,2.96E+11,3.05E+11,3.03E+11,3.40E+11,3.45E+11,3.41E+11,3.17E+11,3.12E+11,3.58E+11,3.70E+11,3.85E+11,3.71E+11,3.76E+11
Small states,SST,53072512037,54839547173,54580423949,52816555127,52408839393,50481620878,49546534861,56606385888,62383319450,64921934535,75070435220,76623338234,81567260637,80393122063,84451123152,95555782919,1.02E+11,1.09E+11,1.09E+11,1.17E+11
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,795000000,889000000,915000000,883500000,864000000,873000000,891000000,980000000,1161000000,542600000,388400000,448100000,404600000,428764705.9,605492537.3,691590497.7,861411471.3,926422500,1110850000,886290697.7
Slovak Republic,SVK,,,,,,,,,,,12747380523,14272201508,15495514426,16520676622,20162935817,25840146405,27925036755,27706028096,29856000671,30453383763
Slovenia,SVN,,,,,,,,,,,18198205508,13263688696,13101056604,13258920423,15049621395,21352223817,21507233003,20763101591,22146232112,22711383652
Sweden,SWE,1.42E+11,1.30E+11,1.14E+11,1.05E+11,1.09E+11,1.14E+11,1.50E+11,1.83E+11,2.07E+11,2.18E+11,2.62E+11,2.74E+11,2.84E+11,2.13E+11,2.29E+11,2.67E+11,2.92E+11,2.68E+11,2.71E+11,2.74E+11
Eswatini,SWZ,542000513.6,571542674.6,537575980.8,555336145.8,494475699.9,361014890.5,449146608.3,584135559.9,692016714.3,696915430.7,1114703088,1156141998,1284766234,1357206996,1419293455,1698982438,1602760100,1716699913,1576904292,1547884442
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,147357222.8,154902869,147912069.8,146712850.5,151313242,168887539.1,207850623.6,249267039.8,283828769,304832867.4,368584758.9,374359556.1,433667193.8,473916819.5,486451204.6,508221508.2,503068472.2,562958836.5,608369282.2,622985493.7
Syrian Arab Republic,SYR,13062421025,15518199247,16298905397,17589184557,17503082982,16403544511,13293209270,11356215713,10577042355,9853396226,12308624284,12981833333,13253565899,13695962019,10122020000,11396706587,13789560878,14505233969,15200846138,15873875969
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,
Chad,TCD,1033002402,876937559.7,834369860.4,832415806,919103735.3,1033069710,1067828247,1163426851,1482597299,1433686310,1738605558,1877138042,1881847677,1463251055,1179837955,1445919970,1607345450,1544689503,1744794457,1534673583
East Asia & Pacific (IDA & IBRD countries),TEA,3.74E+11,3.99E+11,4.19E+11,4.40E+11,4.77E+11,5.23E+11,5.21E+11,5.15E+11,5.71E+11,6.17E+11,6.62E+11,7.18E+11,8.05E+11,8.83E+11,1.06E+12,1.31E+12,1.51E+12,1.56E+12,1.43E+12,1.57E+12
Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,,,,9.89E+11,9.60E+11,1.02E+12,1.01E+12,9.44E+11,9.31E+11,8.37E+11,9.25E+11,9.51E+11,9.81E+11,9.48E+11,8.21E+11
Togo,TGO,1136408814,962347001,821651918.7,765746590.6,718148959.6,762359722.7,1060911735,1249099130,1378847487,1352949663,1628427515,1602299863,1692959110,1233496846,982624324.5,1309382885,1465448290,1498950899,1587345951,1576094566
Thailand,THA,32353440727,34846107862,36589797857,40042826244,41797592963,38900692712,43096746122,50535438696,61667199835,72250877410,85343063966,98234695722,1.11E+11,1.29E+11,1.47E+11,1.69E+11,1.83E+11,1.50E+11,1.14E+11,1.27E+11
Tajikistan,TJK,,,,,,,,,,,2629395066,2534720480,1909246641,1646693642,1522018436,1231567145,1043654822,921572114.5,1320242081,1086605267
Turkmenistan,TKM,,,,,,,,2331358820,3010982414,3006988217,3189539641,3208098919,3200539816,3179225949,2561118608,2482228440,2378759975,2450349634,2605688065,2450564468
Latin America & the Caribbean (IDA & IBRD countries),TLA,7.40E+11,8.57E+11,7.95E+11,6.94E+11,6.97E+11,7.19E+11,7.22E+11,7.61E+11,8.60E+11,9.43E+11,1.11E+12,1.38E+12,1.30E+12,1.50E+12,1.72E+12,1.83E+12,1.99E+12,2.19E+12,2.20E+12,1.97E+12
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,,,,,,,,,2.89E+11,2.96E+11,3.38E+11,3.92E+11,4.02E+11,4.08E+11,4.32E+11
Tonga,TON,53260077.43,62242013.33,62068161.07,60863963.96,64248354.54,60058663.31,68195855.61,81667133.45,106657267.4,106344855,113563821.6,132201141.4,137066290.6,138489884.4,193775943,202547013.9,219583570.1,212155124.7,188686997.3,196686674.7
South Asia (IDA & IBRD),TSA,2.36E+11,2.50E+11,2.59E+11,2.74E+11,2.73E+11,2.97E+11,3.14E+11,3.49E+11,3.75E+11,3.78E+11,4.07E+11,3.62E+11,3.85E+11,3.81E+11,4.32E+11,4.80E+11,5.25E+11,5.51E+11,5.58E+11,5.98E+11
Sub-Saharan Africa (IDA & IBRD countries),TSS,2.73E+11,3.81E+11,3.51E+11,3.05E+11,2.67E+11,2.52E+11,2.59E+11,2.96E+11,3.05E+11,3.03E+11,3.40E+11,3.45E+11,3.41E+11,3.17E+11,3.12E+11,3.58E+11,3.70E+11,3.85E+11,3.71E+11,3.76E+11
Trinidad and Tobago,TTO,6235833333,6992083333,8140416667,7763750000,7757083333,7375918367,4794444444,4797777778,4496852073,4323058824,5068000000,5307905882,5439552941,4669488516,4947205860,5329214163,5759537726,5737751332,6043694330,6808982521
Tunisia,TUN,8744134354,8428513568,8133401050,8350176783,8254891864,8410185740,9018136020,9696271268,10096292842,10102075213,12290568182,13074782609,15497286296,14608946896,15632463424,18030876599,19587322786,20746360430,21803372267,22943685719
Turkey,TUR,68789289566,71040020140,64546332581,61678280115,59989909458,67234948265,75728009963,87172789528,90852814005,1.07E+11,1.51E+11,1.50E+11,1.58E+11,1.80E+11,1.31E+11,1.69E+11,1.81E+11,1.90E+11,2.76E+11,2.56E+11
Tuvalu,TUV,,,,,,,,,,,8824447.74,9365165.914,9742949.471,9630762.954,10886825.56,11025945.14,12334846.23,12700905.45,12757632.87,13687141.11
Tanzania,TZA,,,,,,,,,5100405772,4420168102,4258743263,4956588279,4601413264,4257702197,4510846968,5255221425,6496195451,7683852497,12270448700,12711213451
Uganda,UGA,1244610000,1337300000,2177500000,2240333333,3615647477,3519666339,3923232122,6269511615,6508931652,5276480986,4304398866,3321729057,2857457860,3220439044,3990430447,5755818947,6044585327,6269333313,6584815847,5998563258
Ukraine,UKR,,,,,,,,64087694038,74703517903,82709161099,81456918679,77464561150,73942235330,65648559903,52549555149,48213868178,44558077827,50150399792,41883241472,31580639045
Upper middle income,UMC,1.71E+12,1.87E+12,1.84E+12,1.80E+12,1.85E+12,1.95E+12,2.00E+12,1.99E+12,2.19E+12,2.30E+12,2.68E+12,2.99E+12,2.93E+12,3.20E+12,3.49E+12,3.91E+12,4.27E+12,4.54E+12,4.36E+12,4.18E+12
Uruguay,URY,10163020116,11048335541,9178802163,5102281256,4850241442,4732017873,5880112788,7367494080,8213515459,8438951476,9298839655,11205971155,12878199881,15002106518,17474647792,19297663097,20515543039,23969823010,25385928198,23983945191
United States,USA,2.86E+12,3.21E+12,3.34E+12,3.63E+12,4.04E+12,4.34E+12,4.58E+12,4.86E+12,5.24E+12,5.64E+12,5.96E+12,6.16E+12,6.52E+12,6.86E+12,7.29E+12,7.64E+12,8.07E+12,8.58E+12,9.06E+12,9.63E+12
Uzbekistan,UZB,,,,,,,,,,,13360607918,13677622222,12941297376,13099013836,12899156991,13350468917,13948892216,14744603774,14988971211,17078465982
St. Vincent and the Grenadines,VCT,82340339.63,102086539.3,113759203.3,122255349.6,135024987.8,145641705.2,160846656.7,175580647.4,200726712.6,214745002.2,240365262.6,254829629.6,277954111.1,286307814.8,289438481.5,316008481.5,331489703.7,347770000,373619851.9,390719148.1
"Venezuela, RB",VEN,59116511628,66327441860,67736744186,67556279070,60010285714,61965466667,60391604938,48029034483,60226413793,43526253602,48598315565,53476971831,60401798246,60065011013,58418666667,77407726244,70543211119,85843534589,91331203433,97976886247
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,,,,,,14094687821,26336616250,36658108850,25423812649,6293304975,6471740806,9613369520,9866990236,13180953598,16286433533,20736164459,24657470575,26843700442,27209602050,28683659007
Vanuatu,VUT,113423181.3,98746405.39,98144643.9,110123779.8,135553764,123698506.1,118691396.8,130834145.1,148545381.4,144482170.2,158397403,188869985.7,196142585,188080374.4,219260341.1,233902114.9,245177633.2,255890221.8,262301252.8,267999225.3
